memnuniyet_seviyesi;performans_olcumu;proje_sayisi;aylik_calisma_suresi;tecrube
65;57;3;238;3
61;71;4;243;3
61;74;3;160;3
57;68;4;154;3
69;69;5;160;3
65;51;4;157;3
46;57;2;154;3
46;57;2;154;3
44;55;2;156;3
62;76;4;163;3
64;64;4;242;3
84;64;2;211;3
84;64;2;211;3
52;78;4;237;3
75;49;2;173;3
56;47;5;185;4
72;73;5;167;3
55;65;4;170;4
49;76;5;237;3
41;55;2;159;3
66;81;3;174;3
66;81;3;174;3
74;84;3;206;3
43;41;4;190;3
81;68;4;179;3
82;69;5;219;3
64;86;5;222;3
81;77;3;204;3
44;56;2;156;3
52;85;5;183;3
74;53;4;166;3
82;54;4;191;3
39;48;3;169;3
81;73;4;186;3
48;47;3;160;3
52;63;5;241;3
59;73;3;159;3
54;75;3;240;3
44;51;2;219;4
44;51;2;219;4
43;56;2;157;3
43;56;2;157;3
43;56;2;157;3
42;52;2;160;3
42;56;2;158;3
69;59;5;182;4
78;61;3;227;3
43;57;2;157;3
43;57;2;157;3
43;57;2;157;3
42;54;2;159;3
42;54;2;159;3
35;67;2;171;3
75;74;5;231;3
54;61;3;152;3
82;58;4;183;3
72;72;5;194;4
49;66;3;155;3
49;66;3;155;3
76;81;4;193;3
52;84;2;226;3
69;83;5;225;3
65;54;6;181;4
79;75;2;221;3
59;63;4;153;3
61;51;3;156;3
63;84;4;181;3
44;42;3;178;3
84;61;5;202;3
46;48;2;161;3
56;85;3;225;3
35;71;6;204;4
63;79;4;228;4
69;74;4;237;3
67;84;4;224;3
58;84;5;228;3
55;51;4;155;3
67;78;3;235;3
55;82;2;197;4
64;83;4;179;3
51;59;3;238;3
62;75;4;183;4
65;74;4;233;4
65;74;4;233;4
76;62;5;230;3
76;62;5;230;3
81;76;3;203;3
52;82;4;198;4
77;52;4;216;3
41;56;2;160;3
43;52;2;160;3
43;52;2;160;3
43;52;2;160;3
51;54;3;154;3
43;56;2;158;3
53;65;3;241;3
66;61;3;156;3
74;83;4;210;3
74;83;4;210;3
84;66;4;204;3
49;49;2;226;3
72;75;4;211;4
72;75;4;211;4
71;81;2;182;3
41;57;2;160;3
41;57;2;160;3
41;57;2;160;3
77;75;4;225;3
42;57;2;159;3
45;66;2;236;3
59;51;3;156;3
52;79;4;234;3
52;79;4;234;3
69;62;4;183;4
66;77;5;236;3
68;62;3;158;3
41;55;2;161;3
54;52;5;155;3
78;49;3;194;3
78;68;4;174;3
77;49;4;184;3
44;53;2;159;3
44;53;2;159;3
59;74;3;240;3
59;74;3;240;3
57;43;3;167;3
34;69;2;178;3
43;53;2;160;3
43;53;2;160;3
43;53;2;160;3
59;58;4;233;4
43;55;2;159;3
56;64;5;241;3
54;81;5;195;4
79;56;4;177;3
51;51;5;222;4
81;75;4;206;3
75;82;5;202;3
83;64;4;210;3
44;56;2;158;3
44;56;2;158;3
44;56;2;158;3
82;59;3;210;3
45;51;2;160;3
45;51;2;160;3
45;51;2;160;3
68;78;5;233;3
68;78;5;233;3
67;49;3;224;3
67;49;3;224;3
63;59;3;155;3
52;74;3;238;3
53;49;3;158;3
59;82;4;203;4
73;58;5;230;3
76;77;4;223;3
66;84;4;186;3
61;62;3;240;3
37;63;4;167;3
37;63;4;167;3
72;72;4;218;4
74;52;3;170;3
75;81;3;214;3
63;81;4;216;4
42;51;3;190;4
43;57;2;159;3
43;57;2;159;3
54;47;2;193;4
45;53;2;159;3
45;53;2;159;3
67;58;4;158;3
68;65;3;183;4
48;59;5;235;3
55;87;4;200;3
77;75;4;223;3
37;49;3;177;3
37;49;3;177;3
51;82;3;206;4
73;65;3;165;3
54;41;3;175;3
54;41;3;175;3
32;65;2;183;3
79;71;4;222;3
65;79;5;233;3
65;79;5;233;3
51;53;3;156;3
71;58;3;194;4
83;68;4;198;3
45;52;2;160;3
36;72;3;179;3
45;53;3;181;4
46;54;2;158;3
55;76;4;233;4
32;69;6;192;3
73;54;4;167;3
73;54;4;167;3
68;61;6;236;3
68;78;3;232;3
41;68;3;165;3
74;63;3;231;3
56;76;3;237;3
68;57;5;187;4
75;72;5;174;3
56;43;2;169;3
74;74;5;175;3
68;71;3;237;3
45;57;2;158;3
45;57;2;158;3
45;57;2;158;3
71;74;4;206;4
54;84;4;223;3
68;85;3;199;3
71;69;4;222;4
71;69;4;222;4
73;62;4;210;4
43;57;2;160;3
43;57;2;160;3
68;55;4;215;4
51;58;3;155;3
65;74;4;237;3
48;71;2;162;3
48;71;2;162;3
81;67;4;216;3
73;74;5;230;3
44;66;3;161;3
71;62;4;192;4
56;56;5;229;4
58;73;5;162;3
62;79;5;172;3
73;64;3;202;4
59;43;3;171;3
38;52;2;171;3
38;52;2;171;3
71;68;4;221;4
57;48;4;161;3
58;83;3;226;3
82;59;5;201;3
68;63;5;185;4
69;59;3;233;3
67;54;3;213;4
77;55;3;217;3
77;55;3;217;3
73;67;3;208;4
62;77;5;227;4
65;53;4;160;3
77;52;3;210;3
49;85;4;200;3
77;78;4;212;3
78;57;3;177;3
54;68;3;158;3
66;75;4;235;3
55;81;5;229;3
67;66;3;237;3
52;85;4;193;3
66;76;3;170;3
66;76;3;170;3
74;54;5;221;3
41;54;2;190;4
53;73;3;163;3
53;73;3;163;3
64;71;3;231;4
66;62;2;159;3
42;75;3;218;4
42;75;3;218;4
61;48;4;163;3
77;72;4;223;3
56;62;5;238;3
67;83;3;220;3
49;57;3;157;3
81;64;4;213;3
81;64;4;213;3
65;63;3;237;3
77;61;4;223;3
49;84;5;193;3
51;78;5;225;4
58;62;4;238;3
58;62;4;238;3
58;62;4;238;3
82;68;2;200;3
71;83;5;206;3
55;59;3;231;4
59;43;3;173;3
55;48;3;162;3
81;62;3;187;3
62;77;3;225;4
82;67;3;198;3
82;67;3;198;3
56;86;4;201;3
77;76;2;216;3
82;67;2;202;3
59;77;3;169;3
77;71;4;223;3
46;53;2;161;3
46;53;2;161;3
72;66;4;202;4
74;64;3;229;3
51;56;4;157;3
66;53;4;162;3
36;73;3;187;3
78;52;5;192;3
78;52;5;192;3
46;54;3;183;4
65;75;3;194;4
58;86;5;206;3
72;66;3;167;3
78;72;4;219;3
68;84;3;209;3
56;64;3;238;3
69;76;5;174;3
65;54;4;191;4
69;64;4;190;4
56;68;4;159;3
65;85;4;204;3
76;74;3;183;3
67;58;5;161;3
72;79;3;221;3
72;79;3;221;3
66;65;5;161;3
53;81;3;226;3
78;67;4;221;3
73;69;4;171;3
54;74;3;185;4
42;53;3;199;4
42;53;3;199;4
42;53;3;199;4
74;72;4;176;3
59;62;3;178;4
54;58;3;234;3
61;73;3;165;3
64;75;3;169;3
55;72;5;232;4
67;57;5;215;4
59;76;4;234;3
52;43;3;176;3
52;43;3;176;3
53;64;2;177;4
76;76;3;216;3
65;62;4;235;3
54;74;2;166;3
54;74;2;166;3
48;56;3;229;3
79;66;3;183;3
52;51;3;213;4
63;55;3;160;3
66;75;4;200;4
64;81;3;225;3
59;79;3;217;4
38;49;4;196;3
38;49;4;196;3
78;59;4;180;3
65;83;4;218;3
57;48;5;221;3
61;55;4;231;3
79;72;4;192;3
77;75;4;191;3
77;75;4;191;3
39;75;6;185;3
39;75;6;185;3
34;69;2;193;3
71;55;5;224;3
59;55;3;183;4
69;69;4;167;3
55;83;5;220;3
52;84;4;212;3
56;49;5;163;3
74;52;3;213;3
66;72;4;223;4
49;52;5;188;4
81;62;5;201;3
75;73;5;181;3
81;62;4;197;3
67;83;4;195;3
76;56;3;216;3
74;57;4;172;3
49;83;4;194;3
53;82;5;184;3
59;52;6;190;4
64;75;4;170;3
59;75;3;168;3
57;54;3;159;3
73;52;4;215;3
76;76;4;214;3
63;74;4;234;3
74;54;3;175;3
59;49;4;164;3
41;68;3;191;4
41;68;3;191;4
59;42;3;196;3
69;68;5;167;3
57;59;4;158;3
64;53;4;163;3
48;51;4;201;4
76;74;4;187;3
59;69;3;162;3
59;69;3;162;3
74;54;5;216;3
74;54;5;216;3
37;74;2;197;3
49;61;4;232;3
53;75;3;232;3
61;46;3;171;3
63;83;4;217;3
52;73;2;233;3
63;62;4;184;4
76;56;3;179;3
76;56;3;179;3
63;61;3;234;3
61;56;2;160;3
78;57;3;209;3
78;57;3;209;3
57;56;2;159;3
67;67;4;192;4
58;63;4;159;3
62;77;3;204;4
69;68;4;214;4
63;73;5;168;3
62;54;4;212;4
57;83;5;189;3
71;79;3;189;3
61;57;4;160;3
73;68;4;227;3
51;58;2;181;4
69;68;4;168;3
61;46;4;172;3
48;53;3;211;4
48;53;3;211;4
41;71;3;205;4
48;46;2;174;3
47;57;3;162;3
47;56;4;226;3
47;56;4;226;3
73;62;3;171;3
75;74;3;186;3
49;54;4;215;4
49;54;4;215;4
68;79;4;184;3
68;79;4;184;3
79;71;3;202;3
65;64;3;223;4
64;64;3;234;3
69;52;5;219;3
57;78;3;206;4
49;74;3;229;3
59;62;4;227;4
72;61;5;170;3
64;66;3;188;4
71;69;2;172;3
71;69;3;172;3
72;49;3;203;3
58;72;5;234;3
58;53;4;192;4
69;61;5;229;3
49;66;3;163;3
46;49;3;213;3
67;57;4;165;3
64;52;3;223;3
48;57;5;227;3
52;63;3;233;3
52;63;3;233;3
76;65;3;220;3
57;53;3;162;3
64;52;3;166;3
46;66;6;229;3
74;77;3;211;3
74;77;3;211;3
62;51;3;222;3
61;52;3;224;3
61;52;3;224;3
73;74;3;221;3
36;55;3;191;3
36;55;3;191;3
51;52;3;164;3
57;82;5;218;3
58;49;3;167;3
58;49;3;167;3
78;68;5;189;3
63;56;4;228;3
52;82;3;192;3
61;62;4;233;3
65;66;5;165;3
62;78;3;178;3
74;51;5;198;3
64;67;3;165;3
54;76;3;199;4
67;69;3;231;3
67;69;3;231;3
66;66;4;166;3
74;77;4;206;3
71;72;4;177;3
61;64;5;186;4
52;63;4;232;3
61;68;5;225;4
64;61;4;191;4
56;57;4;161;3
54;83;3;201;3
51;57;3;162;3
57;65;4;162;3
63;64;5;189;4
55;83;4;199;3
62;64;4;163;3
62;64;4;163;3
73;61;5;222;3
73;63;4;174;3
68;55;4;169;3
68;49;3;178;3
68;49;3;178;3
63;81;5;189;3
51;46;3;176;3
49;69;2;188;4
47;56;4;165;3
52;57;5;162;3
51;73;4;229;3
51;73;4;229;3
58;69;4;165;3
58;69;4;165;3
64;69;4;232;3
65;81;4;192;3
66;75;5;227;3
78;67;5;209;3
77;57;4;203;3
58;83;4;207;3
53;76;2;204;4
62;74;4;213;4
44;67;5;170;3
72;53;3;179;3
72;53;3;179;3
71;68;5;226;3
71;68;5;226;3
52;61;5;162;3
59;79;4;181;3
69;76;5;222;3
55;62;5;184;4
55;63;5;184;4
59;65;4;163;3
55;59;4;230;3
55;55;4;191;4
78;69;4;202;3
78;69;4;202;3
66;63;3;166;3
53;45;4;180;3
63;74;4;173;3
68;66;4;229;3
68;66;4;229;3
54;56;4;227;3
56;81;4;188;3
56;81;4;188;3
73;56;3;215;3
78;61;3;193;3
72;65;4;224;3
77;65;3;187;3
68;61;4;227;3
52;49;5;170;3
66;63;3;201;4
77;71;5;204;3
71;54;4;215;3
63;81;3;215;3
62;66;5;165;3
67;74;3;226;3
62;49;3;172;3
74;58;4;215;3
77;58;4;202;3
77;58;4;202;3
44;55;3;170;3
59;81;4;189;3
59;81;4;189;3
66;66;3;211;4
55;55;4;211;4
52;78;3;181;3
57;46;3;207;3
75;55;2;188;3
49;52;3;168;3
67;76;5;181;3
67;71;4;173;3
66;64;5;208;4
75;55;5;204;3
66;81;2;201;3
59;73;2;230;3
59;73;2;230;3
58;69;4;223;4
75;56;3;207;3
71;63;5;224;3
41;75;4;199;3
64;55;4;167;3
71;77;3;193;3
76;58;4;188;3
56;67;5;165;3
44;68;5;209;4
52;56;3;225;3
69;63;3;226;3
57;76;2;176;3
62;64;3;165;3
75;72;2;192;3
63;47;3;180;3
52;61;4;187;4
52;61;4;187;4
77;62;5;190;3
72;61;3;175;3
72;61;3;175;3
73;74;4;214;3
56;45;3;184;3
67;68;4;171;3
67;68;4;171;3
58;78;3;223;3
48;64;4;227;3
45;68;4;212;4
69;79;3;207;3
64;81;3;209;3
52;74;4;174;3
49;58;4;213;4
71;57;3;218;3
54;59;4;228;3
61;71;3;216;4
77;64;3;191;3
62;49;4;174;3
62;49;4;174;3
52;59;3;164;3
74;63;3;180;3
74;63;3;180;3
71;51;4;202;3
52;52;4;168;3
52;52;4;168;3
77;64;4;192;3
58;71;3;230;3
67;63;3;227;3
67;63;3;227;3
72;63;3;176;3
71;62;3;222;3
53;72;3;228;3
74;72;3;213;3
61;63;5;230;3
53;73;4;227;3
74;62;3;216;3
71;71;4;221;3
62;49;4;175;3
47;47;4;191;3
51;73;3;205;4
73;62;3;218;3
56;59;4;164;3
51;73;4;174;3
63;48;4;179;3
63;48;4;179;3
62;53;5;169;3
58;73;4;205;4
59;66;3;166;3
69;68;4;225;3
75;71;4;209;3
63;64;4;212;4
76;64;3;189;3
66;74;4;179;3
51;67;4;228;3
74;67;5;216;3
74;67;5;216;3
57;61;5;191;4
67;49;3;185;3
67;49;3;185;3
76;62;4;190;3
49;56;3;221;3
63;67;4;229;3
57;54;4;167;3
53;73;5;174;3
62;69;3;207;4
75;71;4;205;3
49;65;3;226;3
74;56;3;203;3
57;81;4;200;3
74;56;4;190;3
76;68;4;204;3
66;48;3;192;3
67;78;4;193;3
71;69;4;180;3
53;71;4;227;3
49;66;3;169;3
57;46;3;186;3
57;46;3;186;3
59;53;5;169;3
59;53;5;169;3
72;67;5;219;3
74;72;5;196;3
54;72;5;206;4
59;67;2;168;3
65;57;5;222;3
68;65;3;173;3
68;65;3;173;3
73;62;3;181;3
67;69;5;225;3
68;69;4;176;3
62;54;4;170;3
76;65;4;195;3
67;72;4;223;3
56;73;3;226;3
76;62;4;197;3
67;49;4;195;3
48;61;3;223;3
75;63;4;209;3
75;63;4;209;3
71;53;6;203;3
46;58;4;171;3
76;63;3;198;3
49;68;4;201;4
64;53;3;216;3
62;57;3;223;3
68;76;3;190;3
62;75;3;180;3
67;51;5;182;3
74;71;3;206;3
74;71;3;206;3
68;51;3;185;3
64;51;4;177;3
62;51;4;175;3
69;54;4;180;3
65;79;3;201;3
63;59;5;224;3
67;72;3;180;3
54;79;3;211;3
73;71;3;210;3
66;66;3;225;3
66;66;3;225;3
69;52;3;186;3
69;52;3;186;3
49;77;3;211;3
49;77;3;211;3
69;56;4;178;3
54;77;3;185;3
59;62;3;203;4
73;72;4;197;3
57;62;3;198;4
74;58;4;193;3
53;64;3;168;3
53;64;3;168;3
56;49;3;208;3
63;79;3;197;3
72;55;4;202;3
59;47;5;191;3
41;59;2;182;3
58;75;4;222;3
54;76;3;183;3
54;76;3;183;3
55;62;5;226;3
75;64;3;195;3
53;79;3;206;3
68;55;3;213;3
48;77;3;197;3
58;76;3;220;3
52;63;3;225;3
67;52;4;207;3
67;52;4;207;3
54;75;3;181;3
59;56;4;221;3
67;55;4;214;3
68;51;2;196;3
62;68;3;226;3
51;59;4;169;3
59;79;2;195;3
58;59;4;224;3
72;66;4;184;3
72;66;4;184;3
49;54;6;214;3
69;66;4;178;3
71;54;4;198;3
68;52;5;203;3
68;74;4;215;3
56;63;4;204;4
58;79;4;196;3
59;69;4;226;3
52;72;4;222;3
52;72;4;222;3
65;65;4;224;3
64;77;3;213;3
62;55;4;218;3
49;49;6;188;3
54;64;3;203;4
49;55;2;173;3
58;79;5;197;3
55;49;3;205;3
54;65;5;206;4
69;75;5;196;3
69;75;5;196;3
59;65;3;226;3
54;51;2;176;3
64;78;5;200;3
56;59;3;223;3
56;59;3;223;3
65;54;2;177;3
63;61;4;171;3
63;61;4;171;3
59;48;3;197;3
59;48;3;197;3
59;57;2;170;3
58;74;4;180;3
69;75;3;204;3
68;55;6;181;3
41;57;3;193;3
54;49;3;203;3
71;57;3;207;3
69;75;5;201;3
62;71;3;177;3
56;48;4;197;3
56;61;3;224;3
58;78;5;211;3
48;67;4;220;3
48;67;4;220;3
43;62;2;180;3
53;78;5;198;3
53;68;4;173;3
53;68;4;173;3
62;61;3;171;3
55;71;4;223;3
68;55;3;182;3
55;57;4;220;3
55;53;4;214;3
49;51;2;182;3
65;77;4;205;3
65;77;4;205;3
57;54;5;216;3
61;69;3;224;3
66;51;3;192;3
64;67;2;223;3
64;67;2;223;3
63;77;5;210;3
61;78;4;198;3
65;75;3;214;3
65;75;3;214;3
69;63;4;217;3
47;53;4;181;3
73;67;4;205;3
73;67;4;205;3
67;75;3;194;3
67;59;3;177;3
64;52;4;207;3
71;56;3;198;3
61;51;3;207;3
49;76;4;202;3
64;61;3;221;3
64;57;4;217;3
62;72;5;180;3
73;66;6;195;3
49;73;4;185;3
64;59;3;174;3
64;75;3;214;3
64;73;4;184;3
58;63;4;171;3
69;55;3;188;3
53;49;3;191;3
52;55;5;174;3
52;55;5;174;3
59;71;5;222;3
57;72;4;221;3
72;67;4;192;3
54;49;4;190;3
68;72;3;213;3
55;49;5;195;3
72;63;4;207;3
51;58;5;173;3
55;49;3;191;3
53;51;4;181;3
51;71;2;180;3
51;71;2;180;3
52;54;4;212;3
48;72;4;186;3
65;53;5;205;3
47;55;5;207;3
72;64;4;192;3
72;64;4;192;3
56;69;3;176;3
49;65;4;176;3
66;75;4;203;3
49;57;2;213;3
66;69;3;182;3
46;62;6;213;3
46;62;6;213;3
71;64;4;189;3
68;73;4;197;3
59;59;3;173;3
67;74;3;204;3
56;58;3;173;3
71;65;3;190;3
66;59;4;179;3
66;59;4;179;3
61;56;4;176;3
61;56;4;176;3
63;57;4;177;3
51;51;4;189;3
62;76;5;198;3
62;76;5;198;3
59;72;3;182;3
59;72;3;182;3
62;51;4;193;3
62;51;4;193;3
62;57;4;215;3
58;74;4;215;3
55;69;4;220;3
55;69;4;220;3
67;67;3;183;3
67;72;4;192;3
64;57;3;179;3
57;76;3;195;3
55;75;3;191;3
71;63;3;204;3
71;63;3;204;3
54;63;3;174;3
67;71;3;190;3
49;68;3;181;3
59;54;4;210;3
45;69;5;193;3
61;53;4;183;3
57;54;4;210;3
58;53;4;181;3
65;55;5;206;3
66;56;4;185;3
66;56;4;185;3
51;52;3;188;3
51;52;3;188;3
64;66;3;218;3
67;55;5;193;3
67;57;3;206;3
55;68;3;178;3
55;68;3;178;3
55;51;3;190;3
52;59;2;176;3
53;53;4;205;3
54;64;2;219;3
59;62;3;219;3
55;74;3;211;3
55;51;3;192;3
63;64;4;178;3
59;55;3;179;3
48;54;3;190;3
54;53;4;183;3
68;57;3;197;3
59;65;4;219;3
44;63;3;193;3
54;53;3;184;3
58;62;3;218;3
62;72;3;188;3
62;73;4;191;3
63;74;4;202;3
66;56;5;202;3
49;63;4;213;3
52;67;4;216;3
52;54;4;184;3
67;68;3;189;3
63;64;3;180;3
63;64;3;180;3
54;58;4;178;3
49;63;3;181;3
49;63;3;181;3
49;61;3;181;3
46;62;2;187;3
62;69;4;184;3
62;69;4;184;3
59;72;3;188;3
66;58;3;205;3
51;69;3;212;3
49;71;3;196;3
69;64;4;200;3
51;71;4;208;3
52;62;3;179;3
52;67;4;182;3
56;53;3;189;3
53;68;4;214;3
63;55;4;200;3
63;55;4;200;3
58;55;5;206;3
66;59;3;204;3
52;57;4;183;3
49;59;3;185;3
55;73;4;201;3
63;62;3;183;3
66;69;4;198;3
55;54;3;190;3
54;54;3;196;3
48;58;3;194;3
48;58;3;194;3
49;57;3;192;3
49;57;3;192;3
47;64;3;192;3
59;69;3;186;3
52;55;5;192;3
52;66;5;184;3
58;55;4;202;3
57;72;3;206;3
66;68;3;202;3
62;67;3;212;3
62;65;4;212;3
53;61;4;182;3
65;59;4;192;3
52;67;4;210;3
55;58;5;208;3
53;56;5;188;3
56;67;4;184;3
63;57;4;192;3
63;57;4;192;3
57;72;3;202;3
55;55;3;197;3
48;62;3;200;3
58;62;3;182;3
55;55;5;194;3
65;64;5;206;3
51;62;4;185;3
51;62;4;185;3
56;57;3;205;3
66;65;3;196;3
66;65;3;196;3
54;58;4;206;3
54;63;3;211;3
51;59;4;187;3
63;59;3;189;3
58;71;3;205;3
49;66;5;194;3
49;66;5;194;3
58;61;4;210;3
64;64;2;190;3
64;64;2;190;3
57;56;3;191;3
55;61;3;209;3
62;64;5;187;3
49;61;5;196;3
59;66;3;186;3
53;62;3;185;3
58;62;5;184;3
62;66;3;208;3
64;64;3;192;3
56;68;3;208;3
57;59;4;206;3
51;64;3;203;3
51;64;3;203;3
57;68;4;191;3
52;61;3;203;3
53;59;2;201;3
54;59;4;202;3
52;63;3;204;3
52;63;3;204;3
53;66;3;191;3
53;66;3;191;3
59;69;3;200;3
59;69;3;200;3
56;69;5;198;3
55;65;3;207;3
57;58;3;192;3
54;59;3;200;3
57;64;3;188;3
57;64;3;188;3
61;62;3;191;3
59;62;4;205;3
57;64;2;206;3
53;62;4;201;3
57;59;4;197;3
54;65;3;202;3
58;61;2;191;3
61;64;4;201;3
58;63;5;191;3
58;61;4;200;3
